,0
678,"

글라스 섬유
환경공학용어사전

글라스를 백금로에서 용융해 작은 구멍으로 떨어뜨려 장섬유 상태로 한 것으로, 내열성, 내구성, 흡음성, 전기 절연성이 좋아 단열재, 공기 여과재, 전기 절연제, 흡음재로 사용되고 있다. 글라스 섬유의 명칭은 단섬유인 글라스면 등을 포함해서 섬유가 장단 상태인 글라스를 총칭할 때도 사용하고 있다.
외국어 표기 glass fiber(영어), -纖維(한자)

"
679,"

압력 스위치
환경공학용어사전

[탱크의] 탱크내의 압력이 일정압 이하로 하강하면 접점이 움직여 펌프 전동기의 전기 회로가 닫히고 가압 작용이 이루어지며, 일정압 이상이 되면 전기 회로가 열려 가압 작용은 정지하고 압력은 일정 범위 내로 유지된다. 압력 탱크나 공기 탱크에 사용되며 압력 개폐기라고도 한다.
외국어 표기 pressure switch(영어), 壓力-(한자)
동의어 압력 개폐기(pressure switch)

"
680,"

장인
교육학용어사전

중세 유럽에서 도제(徒弟)와 직인(職人)을 거느리고 교육과 생활필수품의 생산을 담당하던 사람.장인이 되기 위해서는 도제와 직인의 수련과정을 거쳐 일정한 작품심사에 합격해야 했으며, 이들은 대개 수련과정 기간에 자금을 축적하여 자신의 작업장을 갖게 된다. 장인은 길드(guild)의 조합원이 되어 자신의 권익을 보호하였다.
외국어 표기 匠人(한자), master(영어)

"
681,"

Hinterland
매일경제

일반적으로 배후지라고 하지만 상업지의 경우는 상권 또는 시장 지역이라고 쓰인다. 고객이 통행하는 곳이 가로라면 이는 고객이 존재하는 지역이라는 뜻이다. 따라서 Hinterland의 조건이고, 이를 적확하게 분석하는 것은 곧 매상고를 예측하는 입지선정활동의 열쇠이다.
동의어 힌터랜드

"
682,"냉동기 유닛의 일종으로, 응축기와 압축기를 하나의 케이싱 내에 갖추어 유닛으로 한 것."
683,"

콰이어
파퓰러음악용어사전 & 클래식음악용어사전

합창이란 뜻. 찬미가 합창 또는 고스펠 코러스 등이 그 대표적이다. 또한 민족 음악의 아카펠라 합창 중에는 불가리아 여성 합창, 그루지아 또는 코르시카의 남성 합창, 남태평양 멜라네시아 또는 폴리네시아(마오리, 타히티)의 혼성 합창, 아프리카 남부 모잠비크 또는 남아프리카의 혼성 합창 등이 유명하다.
외국어 표기 choir(영어)

"
684,지반면 하에 있는 층. 법적으로는 지하층 바닥에서 지표면까지의 평균높이가 해당 층높이의 1/2 이상인 것을 말한다.
685,"

천연 고무
화학용어사전

식물에서 생산되는 원료를 사용한 고무. 약어로 NR이다. 현재의 NR의 대부분은 고무나무에서 생산되며 주성분이 cis-1, 4-폴리이소프렌의 이소프렌 고무이다.
외국어 표기 天然──(한자), natural rubber(영어)
약어 NR

"
686,원판상 전극간에 피용접물을 사이에 끼우고 전극에 가압력을 건 채 전극을 회전시키면서 스폿 용접을 반복해 가는 용접. 스폿 용접보다 전류 · 가압력을 모두 크게 한다.
687,"

마하
항공우주공학용어사전

오스트리아의 물리학자인 에른스트 마흐(Ernst Mach)의 이름에서 딴 것으로 물체가 움직이는 매질 내에서 물체가 움직일 때 소리의 속도를 기준으로 하는 상대적인 작동물체의 속도. 마하 0.5는 음속의 반과 같은 속도에 해당한다. 해면고도에서 표준 공기의 음속은 약 1.087ft/sec(741 m.p.h)이다.
외국어 표기 Mach(영어)

"
688,"실내의 출화를 자동적으로 감지하여 경보를 발하는 장치로, 화재 경보기의 일부. 이 형식에는 정온식과 차동식이 있고, 차동식에는 스폿형과 분포형이 있다. 배분은 실내 천장면에 배치하고, 이것과 수신반을 잇는 회로를 포함하여 화재 경보기가 된다."
689,"

실리카 겔(실리카 젤)
화학용어사전

SiO2·nH2O로 표시되는 무정형의 겔. 규산나트륨 수용액을 무기산으로 분해하거나 혹은 유기 규소화합물에서 솔겔법으로 만들어진다. 다공성이며 비표면적이 크고(수백 m2g-1) 흡착성이 현저하므로 건조제로서 널리 사용된다. 기타 천연 가스, 천연 가솔린의 회수제, 촉매 운반체, 미끄럼 방지용 왁스의 첨가물 등으로도 사용된다.
외국어 표기 silica gel(영어)
공식명칭 실리카 젤

"
690,"

모노톤
만화애니메이션사전

1. 한 가지 통일된 색조로 채색하는 것.2. 그림의 색조가 단일한 색조로 된 것.
외국어 표기 monotone(영어), モノトーン(일본어), 單一色調(한자)
동의어 단일 색조, 단조(モノト―ン, 單調)
참조어 스크린 톤, 무채색

"
691,"전기 기기의 보호 방식의 하나. 폭발성 가스 등이 발생하는 장소에서 운전하는 전기기기가 전기 불꽃이나 기기의 온도 상승에 의해서 폭발하지 않는, 또는 폭발해도 위험이 없는 구조로 되어 있다."
692,"

냉동 능력
건축용어사전

냉동기가 목적물을 냉각할 수 있는 능력. 냉동 열량으로 나타내고, 실용 단위는 1일당의 냉동 톤, 제빙 톤 및 ㎉/h 등으로 나타낸다. 냉방 부하에서는 ㎉/h 등으로 나타낸다. 냉방 부하에서는 ㎉/h를 쓴다. 제빙 톤의 1.5~2배에 해당한다.
외국어 표기 refrigerating capacity(영어), 冷凍能力(한자)

"
693,"

축열
건축용어사전

열을 축적하는 것. 축열조로의 축열, 실온 변동에 의해 생기는 구조체로의 축열, 일사 등의 복사열의 축열 등이 있다.
외국어 표기 heat storage(영어), 蓄熱(한자)
동의어 thermal storage

"
694,"

실링재
건축용어사전

줄눈에 충전하여 수밀성, 기밀성을 확보하는 재료. 통상은 부정형(不定形)의 것을 가리키나 넓은 뜻으로는 정형의 것도 포함한다. 코킹재와 구별하여 사용할 때는 크게 무브먼트가 예상되는 줄눈에 충전하는 것을 가리킨다.
외국어 표기 sealant(영어), -材(한자)

"
695,건물의 기획 · 계획 단계 혹은 공여 개시시에 있어서의 건물 내용 연수 내의 건물 각 부분의 수선 주기나 개산(槪算) 공사비의 장기적인 계획. 기술적 자료이지만 건물의 관리 지침의 책정이나 생애 비용 검토의 지원 자료로서 유효하다.
696,"상부를 박공으로 하고, 하부의 지붕을 사방으로 이어내린 지붕 형식."
697,"

드렌처 설비
기계공학용어사전

피보호물의 주위 또는 위에 물의 분출 구멍을 설치하여 화재(火災) 발생 때 피보호물 전체를 수막(水幕)으로 감싸서 공기를 차단하는 방식의 방화 장치.
외국어 표기 drencher for fire protection(영어), -設備(한자)

"
698,"

소화기
건축용어사전

불을 끄는 기구. 일반적으로는 소방 펌프와 구별하고, 소화용의 대상에 따라 다음과 같이 대별된다. 물탱크가 달린 펌프 소화기, 산 알칼리 소화기, 거품 소화기, 4염화 탄소 소화기, CB소화기, 탄산 가스 소화기, 가스 가압 수조 소화기, 분말 소화기.
외국어 표기 fire extinguisher(영어), 消火器(한자)

"
699,"

사업소
산업안전대사전

사업을 행하는 장소 즉 사업내용의 활동이 실행되는 일정한 장소를 뜻하며, 구체적인 장소라고 하기보다는 오히려 그 기능적인 면을 포착한 개념이라고 할 수 있다.
			또한 근로기준법에서는 사업장이란 말을 사용하고 있지만, 이것은 사업소와 같은 뜻의 말이며 단지 물적인 시설에 착안한 표현으로 되어 있다.
		
외국어 표기 事業所(한자)

"
700,"

난색
패션전문자료사전

빨강･주황･노랑 계통의 색은 사람들에게 심리적으로 따스한 느낌을 주고, 생리적으로는 신경을 흥분시키는 작용을 한다. 난색은 거의 진출색이며 팽창색이다.
외국어 표기 暖色(한자), warm color(영어)

"
701,보 · 바닥판 등에 고르고 균등하게 분포하고 있는 하중.
702,"공기 조화기에서 실내까지 열을 운반하는 운반 방식. 공기 방식(열의 운반을 공기만으로 하는 방법), 공기 · 물 방식(물과 공기를 병용하는 방법), 물 방식, 냉매 방식이 있다."
703,"

샌드드레인
농업용어사전: 농촌진흥청

다량의 수분을 함유한 연약 점토지반에 대한 개량법의 하나. 지반 속에 모래기둥을 조성하고 위에서 하중을 가하여 모래기둥을 통해서 흙 속의 물을 뽑아 지반을 압밀하여 강화시키는 방법임.
외국어 표기 sand drain(영어), サンドドレイン(일본어)

"
704,"조명이나 냉난방 · 급탕 등의 각종 기기가 컴퓨터로 자동 제어되고, 방범 · 방재 등의 정보가 외부와도 접속되어 있는 주택."
705,"근대 건축 중에서도 최신의 기술을 신뢰하고, 추상적인 미를 추구하는 건축. 지역성이 아니고 보편성이 중시된다. 히치콕(H. R. Hitchcock)이 명명했다."
706,분자상(分子狀)의 산소가 존재하지 않는 곳에서 생육할 수 있는 세균의 총칭. 산소가 조금이라도 있으면 생존할 수 없는 편성(절대)혐기성 균과 산소가 있는 곳이라도 생존할 수 있는 통성(通性) 혐기성 균이 있다.
707,싱글 베드 또는 세미더블 베드가 2대 설치된 2인용 호텔 객실을 말한다.
708,① 크기나 위치 · 방향 등이 시간의 경과와 더불어 변화하지 않는 정지하고 있는 하중. 지진력 등의 동적인 하중도 고층 또는 특수한 구조물을 제외하면 정하중으로 대치하여 설계하는 경우가 많다.② 매우 서서히 가해지는 하중.
709,"통형로(筒形爐)와 다수의 연관을 갖는 구조의 보일러. 중고압 증기 또는 고온수를 만드는 보일러로, 비교적 소형이고 고출력이 얻어진다. 대형 건물 난방용 열원 기기로서 널리 쓰이고 있다."
710,"

분말 소화기
공조냉동건축설비 용어사전

본용기에 중조가 주원료인 소화분말을 넣고 소형용기에는 액화탄산가스를 넣어 본용기에 부속시켜 가압작용에 의해 소화분말을 방사시킴으로써 질식 및 냉각 작용으로 소화하는 기기를 가리킨다.
외국어 표기 dry chemical fire extinguisher(영어)

"
711,"공기의 온도, 습도, 청정도 및 기류 분포를 대상 공간의 요구에 맞도록 동시에 처리하기 위해 사용하는 장치."
712,"지표면에서 아래쪽을 향해 비교적 넓은 면적을 굴착하는 통상 굴착법으로, 부지가 넓을 때 사면 오픈 컷, 흙막이를 요할 때는 흙막이 오픈 컷이라 구별한다."
713,융단을 고정하기 위해 방 둘레에 설치된 바늘이 튀어나온 판.
714,"

습기
자연지리학사전

공기 중에 나타나는 수증기의 통칭으로서 습도계로서 그 상태를 측정할 수 있다.
외국어 표기 濕氣(한자), moisture(영어)

"
715,"

투영 면적
보일러용어사전

물체에 평행 광선을 투사했을 때 배후의 평면상에 생기는 그림자의 면적을 말한다. 투영 면적은 수관 보일러에서 내화 벽들에 의해 덮여 있는 수관의 전열 면적 산출법으로 사용된다. 즉, 내화 벽돌에 의해 덮혀 있는 수관의 전열 면적은 관의 외주 벽면에 대한 투영 면적으로 한다.
외국어 표기 projected area(영어), 投影面積(한자)

"
716,"① 상하가 오수(汚水)의 혼입에 의해 오염되는 것. 예를 들면 지중 매설관의 누설로 오수가 섞인 지하수의 수압이 배관계보다 높은 경우라든가, 호스 끝이 세탁수 중에 담겨져 있는 경우 등에 상하의 오염이 생기는 일이 있다.② 관 이음의 하나. 단주철제의 십자형으로, 나사 형성의 이음을 말한다."
717,"

공칭 단면적
공조냉동건축설비 용어사전

연소선의 각 단면적의 합계치에 가까운 정수치나 소수치로 나타내는 단면적으로, 전선의 연선의 굵기를 나타낸다.
외국어 표기 nominal cross-sectional area(영어)

"
718,"

미서기
건축용어사전

2매 이상의 문을 2개 이상의 홈이나 레일 상을 수평 좌우로 이동하여 개폐하는 창호. 개방 면적이 자유롭게 된다. 궤조의 수에 따라 개방 면적을 넘게 할 수 있다.
외국어 표기 double sliding window(영어)
참조어 double sliding door

"
719,"통과 교통을 피하고, 주택지의 안녕을 유지할 목적으로 주로 저밀도의 주택지에 쓰인다. 통상 종단부에 회차 광장과 피난 통로를 갖는다."
720,"

소성 지수
건축용어사전

주어진 흙의 액성(液性) 한계와 소성 한계의 함수비의 차. 그 흙의 소성의 폭을 나타내는 것. Ip로 나타낸다. Ip = wL - wP여기서 wL, wP는 액성, 소성 각각의 한계의 함수비.
외국어 표기 plasticity index(영어), 塑性指數(한자)
참조어 액성 한계(液性限界, liquid limit)

"
